order_id,payment_sequential,payment_type,payment_installments,payment_value
52fe09ed9b59f3ee4be7b74b990d13bd,1,credit_card,2,39.41
f75517cfb973c21eab8559a870263794,1,credit_card,10,231.27
9bb824ec73ee38dbbc585f3bba4b34ac,1,credit_card,1,171.53
b8188e1985fbf9e2b94e3a0b64d58074,1,credit_card,3,86.15
5600c1fabd9c27cf4dc4a3aaf57a8e29,1,credit_card,2,58.16
8effe67a72c715f926a6dc1a616a5ea9,1,credit_card,3,33.51
56430e0b9968b381942760e433583b27,1,debit_card,1,33.1
7db5f2eb8f5f54db9f9e71ba4296bcbf,2,voucher,1,0.01
4e27ad7f1a6821ceddc8442eb1875014,1,credit_card,1,69.67
8ef3801f58da6b652a3082e1fa5b6589,1,credit_card,2,129.15
66c8dae0eb958ee945dc71efd0a99659,1,credit_card,1,49.09
5662e7f8bbc6abe55e104ac06994a731,1,credit_card,3,57.69
928491f9ad93ae20de89668ea4a968e0,1,credit_card,1,77.5
7df4045bb089bf92e7eaf3b506b6423b,1,credit_card,2,110.77
1dfc284468e80b96e18103668871f465,1,credit_card,6,78.97
e417eb578007d00c0b658bc321e625fb,1,credit_card,6,111.02
7ef259be178f9f06c72a57add85b71cd,1,credit_card,3,372.67
f31b8a3ba0d40cba425c9bd89c69a3e7,1,credit_card,2,42.78
69949f70025210748c64e8271bc63520,1,voucher,1,184.93
6e53f3d94a384e3e000da1b6d43641ab,1,credit_card,5,51.57
d35551f33906e01d035a5f40e1bd1732,1,credit_card,1,576.2
5bec9dad5626dc4e86bf625a3a6d0523,1,credit_card,6,63.06
03da04c1427d7b8bff38d76efca1029d,1,boleto,1,216.74
7be91eab3dac2edd89fc7f519e1649f5,1,credit_card,1,133.62
da7b8d3f7de2b64a8d4f6d59b36159a7,1,credit_card,3,88.72
253c8653b64a17c18b729399e14c42cb,1,credit_card,3,595.3
41d5636cfaa3b8436beab84388cf73d0,1,credit_card,1,171.69
6a78b3062a561085f98b76a5a0eea516,1,credit_card,4,92.62
1764b7f40d0e7f04994494ffabf34ecc,1,credit_card,2,52.1
3f6484ca65eed5c701aa5e348623537f,1,boleto,1,157.78
a476fb0537849039cb122034488f8ee4,1,voucher,1,41.0
bb953a084ab406da9e19dfdc06df0245,1,credit_card,1,65.34
8e084e8efad16f27d7f26e71af985ce2,1,credit_card,8,181.4
b18478bbf9b2283e3d12452f69fd9ce2,2,credit_card,1,79.92
d00e79f339bb76a1b6dbcc8cb41934e7,1,credit_card,10,113.44
52267d8c7f4a0227294efd0ef23fcefb,1,credit_card,1,37.68
6a4b27f33e33875ed99945d3e271698e,1,credit_card,7,372.27
6a978028a892efba783a6f3be848c512,1,credit_card,1,154.72
2c6e3395e4f4716fc4d23742912ff80d,1,credit_card,8,504.35
9c7bac99c8e380b1c915cdba1ff29e65,1,credit_card,1,90.92
d181dfce5d8355bc51c2370c6910d4bc,1,credit_card,10,497.62
06b2c7035561ef12b16045ef4bf459e2,1,credit_card,6,68.02
1516bc58e1b5b8020aa6595d2e27e858,1,credit_card,1,506.17
09fd9b0402ed675bbd1ee1e81171ac7c,2,voucher,1,43.98
64d7ed1c4e843c97738d861140943a73,1,credit_card,1,188.5
97bcc96998b24fe6ee7cec4ae04001df,1,credit_card,1,45.09
42179e8f527c0f76eec0b2a37a284f4d,1,boleto,1,101.92
8280bddb9636fd420fecbd96c5b0c877,1,boleto,1,77.57
cb6788e2b64ab1ddde45555de93c809f,1,credit_card,5,248.85
5fe9874b96028c851e35c1c28aede4c2,1,credit_card,3,167.77
b09b18fbceead5d238576060df8d45cc,1,credit_card,2,90.45
7a43bbe9766ce937332b6f9dcba36715,1,boleto,1,52.38
fad93ddceb5b210f71589b1e9258a110,1,boleto,1,102.78
09b9b2b8758ca1fd4a9bcd3f2af6fb10,1,credit_card,8,197.63
38b80ac02e3ce34b306483fc57a33bc5,1,boleto,1,35.86
d1ccec3180d63d8bfd37f65d34f07da5,1,credit_card,2,27.67
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
c7e1e46af92704b1c2e1924de96e7479,1,credit_card,2,132.64
db7374d1f9c8965e0fbbc1fd1cc916fe,1,boleto,1,112.98
c6c17394464f987209982d3f1423f068,1,credit_card,10,139.8
425de35c38a6fbe5030783d1ebf2b93f,1,credit_card,1,278.11
509952a95c250007c345b4b929663dc6,1,credit_card,6,136.91
c58376e6393aab97f2ce125e6628b6de,1,credit_card,2,91.42
099b01b8cc6b861aa593247b2f7e0b7b,1,credit_card,8,169.0
43070b94b6d741a764e8e1ba4a2ea91d,1,credit_card,10,1310.95
2ac00a6a0a00ee7f8e2b235f8e361006,1,credit_card,3,122.92
ccb3e2fc8477b6fd3e3edf0dad0211b6,1,credit_card,4,235.12
087c44ddc65697d4a3a2af9234c5a22b,1,credit_card,1,66.25
cdddbaf91f8abd761e51c7d5f035695b,1,credit_card,10,254.04
89a854a74c3f34399207674b686299b0,1,credit_card,2,161.9
3f61fdc385ace6c39912703194992ad7,1,boleto,1,169.48
8febb29840d98fdfb4f00b2b26e4000c,1,credit_card,4,44.24
778d960ed98fe278fca42ee20d002b1f,1,boleto,1,64.03
d1846363415db8171f834ad2c5ad25d3,1,credit_card,1,48.21
0c31953b008c5e98882d436f4298cde0,1,credit_card,4,108.3
578daeebdebcc19bd2dcba1f6b06b3ce,1,credit_card,10,108.3
a427db09dd194740f13a3a2c7bcf38bc,2,credit_card,1,69.0
6c6035b5c538935be5381cff46351355,1,credit_card,1,32.69
0eeaf3619d35e90b2430da57d351dd01,1,credit_card,4,147.78
a9eec1b45478f7ed063439b8f7506807,1,credit_card,1,46.13
15faad2f4dd5cdf1bceb9b8fac8f137a,1,credit_card,1,202.16
989788f1c17a087572e29eb4fc130983,1,credit_card,10,103.11
0b020adf769218b4661b301ce96c0ca3,1,voucher,1,29.34
ecc72b676b14179b5bd30e446043c1d2,1,credit_card,4,46.85
bb39cd2f2f58e93ae10568be5cad1b58,1,credit_card,8,188.5
5077287aeb4c2ee7662411de334235ab,1,credit_card,6,319.25
fbcb9c1c272d20d294b3d5cc25ccc417,1,boleto,1,67.93
7410535fe6a922518e4f862208c066bf,2,voucher,1,14.18
7b4cc813e327ec14c78f547a763f46b8,1,credit_card,3,399.35
07e74b39ce62a7c6f7063b3168748191,1,voucher,1,136.64
79057e5ff7b1867d1bad7094113196aa,1,credit_card,2,260.99
29182856a24c6eeb1d7b81ba1fe63190,6,voucher,1,6.55
47c001ba3d3d57aa11d52c45995d9e11,1,credit_card,2,73.15
8092da256aefda13b330290d2ca86521,1,credit_card,1,105.26
a86fc4e81f6a746ed3fe4495a242e3e4,1,credit_card,2,367.79
717903b4b996a7ae799b0c76b779fa0c,1,credit_card,2,43.29
cbf962ea0d3753eb77e28f576f636f71,1,credit_card,4,268.88
a84c6f3ee879e72955a3fcaa2dc55771,1,boleto,1,205.98
db60e917f3e707779a0efd2b52354951,1,credit_card,10,224.14
e1a86e22da680449cba8e136ffa97f8a,1,credit_card,3,163.53
d1845227bab7e5c1f169cf2a98d742a1,1,credit_card,1,127.38
b6b7ebd3ab897684bb22eaf084f8f299,1,credit_card,1,60.85
90b22de691552b213f33c2a25c74c413,1,boleto,1,97.78
084ac56b13107e32ab92934f70638bc9,1,credit_card,10,1271.98
43ad25e09be659b55ed165e2dd94f360,1,credit_card,2,159.83
70c50ba283cdd637ec95a4c0b0821a7b,1,credit_card,5,92.57
e9e64a17afa9653aacf2616d94c005b8,1,boleto,1,144.56
80d2f4b0e0fb1b8385d270a2d585a1e4,1,credit_card,4,298.6
ff3753fe031ab5314a80e05249ecc275,1,credit_card,10,154.3
bdce854b86e3fe8851225cb4d17f0776,1,credit_card,1,18.94
a8011c5b1b6536063a53c05cabf56bb0,1,credit_card,1,31.77
8fad1f3654133d30218cd4b6fae827ee,1,credit_card,2,73.34
80f206a25c4f2cfb8f12febcb3c3baba,1,credit_card,2,114.85
ece3ab91bd67ba73563dd0468fc3bde2,1,credit_card,2,244.27
91394832e2cfea6fd2da6fe1b72df4c9,1,credit_card,6,82.55
02de39953ce1cf1f7c6d46aac400ee82,1,debit_card,1,87.58
1f11f0ab2b0ec59d0ec45f7f810a04f8,1,voucher,1,27.19
64d68170391ac401d5ff137d9d7775d0,1,boleto,1,82.9
02a98752595ee9d94c570ad3e18055b4,1,credit_card,2,80.4
281f470497aa1a0af6a1d6024b3eba93,1,credit_card,8,225.23
8c49dc4a643a15ef1db44391d2034366,1,credit_card,1,50.24
a9c74f167b0d8af61d6487fc21934f7e,1,boleto,1,246.23
cb2acc8f1def3d443b4716cdc8188102,1,credit_card,1,35.69
cd3e9759dc483946db2133168746fddf,1,credit_card,2,185.57
062bddc5be851fec2b59598cc33498cd,1,credit_card,10,1549.41
20cae0a28869a4321d8fe372731f80e0,1,credit_card,1,85.8
2a2169e99fd0582e2322bce30ab5207b,1,credit_card,1,34.88
ba75b10a16e530cca75088408909b325,1,credit_card,2,104.21
c5d1a6481a4fb3684588a2c7fc970918,1,credit_card,5,148.2
fe47e32d0b287864d6165d74e35dbb24,1,credit_card,4,216.07
85d1f27ce2b79aafb89810ff41fc3e72,2,voucher,1,162.07
a4efbda58af31645539bafc75617196a,1,credit_card,3,92.57
8b4bddf7147c2e258a07697c3db41203,1,credit_card,5,478.37
1d84d00f6d2334d63f35ba528cd0d99d,1,boleto,1,63.74
58790471f208e8351044c81d0b3e51b0,1,credit_card,1,164.79
d2ee62caaa93703fb0562d3bd6f74dcd,1,credit_card,4,109.16
6e116aaaf479cdcaa8a1262489a07086,2,voucher,1,14.05
04c3465b312fdf85de8e4cf4dc186600,1,credit_card,2,22.2
275116adf4704cb53a1108b906bd2434,1,voucher,1,105.63
90ee67e34c9289cc136a3677fc118253,1,credit_card,1,74.59
b0200f320613faea21c999a90efa28ab,1,credit_card,1,69.93
bfa2d90f225e338dc4f848b58789a3e5,1,credit_card,3,38.09
3619a073d29c01c4cfb83078a695f13e,1,boleto,1,67.3
131bcb82ecd96d251fa7eb8bb1f1baca,1,credit_card,1,375.25
e670e635e13b902d8de6bdb5026d9a88,1,boleto,1,60.0
02dbd29bc7a490d582762fae9f0fd997,1,credit_card,1,19.95
909848fc22bea821de7a92b2dc614338,1,credit_card,1,99.9
57a05984170fbb84344898547914f22c,1,credit_card,8,106.31
588c0e3b460d83b9cd8a270edc0f4da0,1,boleto,1,204.2
9d54b7013ee149b8457d484c63fc02ce,1,boleto,1,67.5
9e7147a6ff3d5299da2672e1c64c9c49,1,credit_card,6,87.44
90176c61fcf0cfd97a3e373c0375ec49,1,credit_card,10,177.24
0814daa4d12a646aeb73c429d5852f4d,2,voucher,1,47.05
0f2f7e210f5079ed1f797cb4aed6dfbc,1,credit_card,1,212.52
9e96e482f747d3cb997cff90397a37d3,1,credit_card,5,56.78
e19a8635d806af6ae2d20b3de998b0c8,1,credit_card,1,120.08
6b4fe75bdf8d4a467678bc8f2132c06a,1,credit_card,3,183.73
c82a457d646f77c8f151e12a3e517ed2,1,credit_card,3,145.0
d5af6d41c141d7f5e36c08e509167d01,1,credit_card,5,82.98
0f286dcb49da58061b9ae488027e4033,2,voucher,1,50.0
5ab5ab13fd02495f204ffe2724aecf49,1,credit_card,4,47.68
8549f693ac0aefd770eee2cdd7e18e08,1,credit_card,4,43.09
3cc8411a4e4c202d794d444154b17835,1,voucher,1,21.15
3c224717f735680c865cdb827b6c81bd,1,credit_card,1,48.68
9c9e615a6b717a5c6fd398ef41422f14,1,boleto,1,53.9
ea9a48e8b350731ae78378381394a086,1,credit_card,6,271.24
7ffeebb0c29e0949512e4346b8b6e172,1,credit_card,1,94.55
8490980aaf59839a601c4184474b9220,1,boleto,1,160.57
b948b354fbf88e12e43fc0877623eef9,1,debit_card,1,244.22
f6ea3aa314ff40e6c72815ead97e2195,1,credit_card,1,95.31
4517d10652306c01990d40b0d6f76511,1,credit_card,2,211.91
bb9e3fdfc33f7fe56fd38f6adacf760f,1,credit_card,1,648.03
34a254b2668083c77b9158c151571877,1,credit_card,1,34.09
e6bcb00ca5426e9d00b50f8eeee367c7,1,credit_card,4,114.44
3d5c1837eaa26ca8ccb6eb3eb6a6ee6b,1,credit_card,1,35.0
fd85717bc49c767347b7b46317392d7d,1,credit_card,1,35.71
24299ef78eb1c1ba5e7288e3b1a90c85,1,credit_card,4,153.16
dd71d407875ef4dd2c29c8eabd2bc56e,1,credit_card,1,107.78
0f286dcb49da58061b9ae488027e4033,1,credit_card,1,7.68
4a7bd485a7782360556161a38c725e5b,1,boleto,1,50.13
c1aee3898c27b4b86706a7a0259efd19,1,boleto,1,395.79
048f3e9b77a965f84a501a7f29076128,1,credit_card,10,454.48
4b42a606687e048a7a33669b84bf8690,1,credit_card,3,145.18
51c064ec2d79d398b30db3f8e1de8ec8,1,boleto,1,38.63
1065903aa19adc7f920d47f2bcd0a5fe,1,credit_card,4,52.57
c0ad22fb83f1019e8abbdf1d38ffe6aa,3,voucher,1,51.17
784d141a794f0e73cc3c9ed3b6efa3ec,1,credit_card,2,148.32
40c85c3c87215ae5945521e74ef0cfca,1,credit_card,1,40.1
09722e140e3e1e92b67fd75e2b14b6fb,1,credit_card,3,501.72
a739570c1cd11112aa1fc229a15155ac,1,credit_card,10,204.24
5433a0ef395e151f154279cd3fcde661,1,credit_card,6,158.45
7142b298b22a79a285d2ce792dc533a2,1,credit_card,8,621.21
2259c28617dcf9c2ed34e78bb3dfb562,1,credit_card,5,71.35
b6776d519223f71fa9fdb62a7b79e5b8,1,boleto,1,213.44
f939e2a89376e44158657a15465cacce,1,boleto,1,308.61
78018da6cd678e170c59e759cfb4d754,1,credit_card,2,48.7
11120c214b9f50a8c39dbeec8685db6b,1,credit_card,1,220.85
cd4a39bf33083486dd4d1eaa70907ce8,1,credit_card,10,233.62
bd23f37e365507db2b5b5b624b413315,1,credit_card,10,104.7
a91719c33cb682b0e23e021e99e98c94,1,credit_card,3,75.16
d7108e3ddf254c6b56ec41b3a4e0567e,1,credit_card,1,226.55
b8fbd8a0c07410289ec91234a8ad69c9,1,credit_card,1,31.32
e0eaf809859a6844fa893ae9c9af2ddc,1,credit_card,1,190.37
9764b03686753eaa7ea549fa0b805f75,1,voucher,1,106.87
c6d26341bec0769b3ccfa232c63b3675,1,boleto,1,737.85
8bcbe01d44d147f901cd3192671144db,3,voucher,1,6.25
746cf3b6660fe1ca773eec7f281e0bea,1,credit_card,1,263.59
6b0e4ed8dcbabec5410a8b28f0405cd6,1,boleto,1,180.85
b36055b266e36286316fa70c35de581a,1,boleto,1,215.05
dfe927ca4859176d7377a7543078d4b1,1,credit_card,2,32.83
227881fdf69e55ab7906b7a818dd5e39,2,voucher,1,128.99
fe8568b0167c1e87d6f1dab1033c9278,1,credit_card,3,179.36
e504f586e9ffc862cad95482af740af4,1,credit_card,3,89.25
2bc1eac46ee8d6fad3f7369668f1bdf0,1,boleto,1,100.7
de3bee1ce2ff36750efc09a389ea029e,1,credit_card,10,136.6
46513a6be6229688ac9b3144f995f95a,1,credit_card,10,141.53
400f443373af2cc7cca6166823ef939e,1,boleto,1,55.1
c41d48eaf09ea5de1864866821efe3c1,1,credit_card,3,202.17
f8046b5049a674585e048bb954e3b494,1,credit_card,3,316.4
a1f4cd05945a0b268d626b4183922f03,1,credit_card,4,317.31
3e8b39fabf5f8739a37c9b4cac46bcb6,1,credit_card,3,195.24
a4de95599a7ceea15c118d8a59c8d574,1,boleto,1,64.01
b64b31be08d0151c4115537cbef3dc06,1,credit_card,1,74.39
2d37b55e71618c48264e6288fc228844,1,credit_card,3,322.84
1f18d6138f5af59adb5a379ea575d555,1,boleto,1,69.22
b1bb317f7d7fdeefca25499d3e62cb48,1,credit_card,3,39.4
76279ee78a4924f44a3a83ef23b169b8,1,credit_card,4,207.58
b18478bbf9b2283e3d12452f69fd9ce2,1,credit_card,1,84.0
d5126e0c4988c70a3808041792214dcc,1,voucher,1,45.96
3475576ebe7b1d8daf3201dd20dbc98d,1,credit_card,1,335.16
7e03ea2749db964d64386d5ba76cad36,1,credit_card,2,140.56
bb787d6e68f079fbf94e8df39219086d,1,credit_card,3,38.03
0d6b94a6fbdff968503c0aa3e7bffdbf,1,credit_card,6,296.71
2d3c3cbfc3286b15ef13547f94567459,1,credit_card,9,97.2
4243bef9583d689a9c8fe6f055cef332,2,voucher,1,25.05
cf08f889cfc7f4e20d52cf7c6828eeee,1,credit_card,10,175.16
88c588c116fd06fb8e48dd83af88ec4a,2,voucher,1,27.75
672e1607b26c5a9e1ec3e1e537af3257,1,credit_card,6,347.05
6ba0683fc45576a6050dfba5f9c41bb1,1,credit_card,5,219.49
678563117c6bcedcb0f9d98e8f3faf23,1,credit_card,1,1.15
d1ab8de1e279bd8a55e4135f83d5c599,1,credit_card,10,198.48
1057bf6391c17f9b6960dd996029e1dc,5,voucher,1,24.22
d2b819d0452d793d35f2f462a37e3067,1,boleto,1,92.28
de5569837d26b78e94dbcf0d72e29ba2,1,boleto,1,94.96
d44df0d4c71052d8b2a3bd5c50bd42b5,1,boleto,1,84.99
9010d348aa74847c4c49baf5e87c15ce,1,credit_card,4,76.11
e7d3f9457c859cd5b63a25a4c2afb2e0,1,credit_card,4,50.09
1b2da30f37813b73fff52c5d5f6cbcac,1,credit_card,2,170.37
94a4d00bea6790d3c810c6b2f56b4d65,1,credit_card,5,134.19
4519d054994236d26b04aba27498afb9,1,boleto,1,32.68
5c51684e9930d09a7f209a96c71064ef,1,credit_card,1,86.14
52cba627ccdd9b94ac5a9be42d31b58a,1,credit_card,3,184.43
61907d45fa46a27c04a0061d10b5c816,1,credit_card,2,247.31
859a1faf872d345b39b31e3c9e044325,1,credit_card,3,79.56
12aab7cb25bc6ae86c66cb3e7dc35a76,1,credit_card,10,546.65
2a8132eaf9676f8a46d18b33cfe3a993,1,credit_card,2,211.89
8501926dd0837d694fc5af339c02a6b2,1,credit_card,3,267.94
7c921161980003eac272f619f2fa5776,1,credit_card,8,169.31
55a21991029dc5b9239c5bddc0f09e33,1,credit_card,1,27.78
7b1c9d44d6e6a5fa56cc9d084f9e1698,1,credit_card,7,150.59
04a772c0620384a8776c4fbcf4af5c01,1,credit_card,1,90.19
6559afcb08c9458feea561826c4a178d,1,credit_card,3,63.42
6631686db32c17309079cd521afd5a7d,1,credit_card,1,34.08
c6f49d29ad6cd1c719dc77e8a432154c,1,credit_card,1,57.98
840a030c24ea3c06dd506a43ce2a0c17,1,credit_card,3,248.4
832e0a03685bfc20477ea18436e023a2,1,credit_card,4,112.43
db655922543a6cebb4a48f8290405a60,1,credit_card,8,290.86
2fb37b5e58616af008e9835632fdce7c,1,credit_card,1,118.11
7cb0462fe3de278ba58f5ae3e6bdac4d,1,credit_card,1,49.81
3fe67b23f3a9532482fd5c6dda351895,1,credit_card,3,42.75
1beaf0622df76c7b2b3be0746722f381,1,credit_card,2,79.39
270cbb69c57b4df6be5aede2871bdd55,1,boleto,1,139.8
5be887c26e086c8cc169b70cbc9afadb,1,credit_card,10,1675.71
544d4de462a8ad0d9492999b6708ebcc,1,credit_card,1,341.62
b88aaf0a038b725ea2225ef4ebbe343a,1,boleto,1,103.19
c150d0cdd6a3320d8b475792bc422069,1,credit_card,2,76.86
2d3ae8314361346376456addbeb7e5ed,1,voucher,1,96.64
32a36b92faf67aebedb4eea534a49c4b,1,credit_card,1,55.05
dcc97daebf3b61efe164a8e507c677d1,1,credit_card,2,54.13
8730eb6033096bc99877b2f10d4de04a,1,credit_card,3,94.4
b9e94fdb4a15c04cbde632c381826608,1,credit_card,2,129.09
9a782f23eb6da2242a6a594ddaf8bbd9,1,credit_card,4,132.62
9570e7230d3d4ecaacbc7843e6646b33,1,credit_card,3,72.66
f0fbc60d51bb40c156688d9ce008237f,1,credit_card,3,117.26
1d637e7a91e7c3e0e94a91cdf693855e,1,credit_card,5,73.56
dd65c324819cce121f105ad9d9afa866,1,boleto,1,77.16
ceea3b56a13c40b2f0186e69472ac7cf,1,credit_card,4,264.06
9189b5135ba86608fe0536717bbdecd7,1,boleto,1,126.37
d0d830a8144f1cb10439b520ea3327cb,1,credit_card,3,69.12
7cc6b9b998cb009fe458744cc5ba5f54,1,credit_card,1,93.63
60b4528b577937165a412ba177de3606,1,credit_card,1,30.06
673414c4a1bf9b72b8b6ff0d9decdfc6,1,credit_card,1,148.22
a5db57e596494a2570d250dea03da4ce,1,credit_card,1,36.69
c11d8a6bf50d7ce1fc92fd3844526e25,1,credit_card,1,93.12
1d911134e95ec6f299e80fe19b5b88c5,1,credit_card,3,50.24
0adea70aa873a352ff8c3646aec71c31,1,credit_card,4,191.58
8382255ca7fdc3ec278ab4c83aef9122,1,credit_card,1,92.9
0d73da8896404cedc9b3a6e25e6d94b6,1,credit_card,3,858.65
84253562834802051b3ee018d7daecb4,2,voucher,1,9.91
c05d6a79e55da72ca780ce90364abed9,1,credit_card,7,302.52
b8ec4e11fac601907005c18a78ccbae7,1,boleto,1,77.77
94f039fd9c674f33650e01915dd3dd43,1,boleto,1,125.23
b39ecb6c0af8f006d1bf639d962fb92e,1,credit_card,4,77.11
2b101e802b6712f2fc129966a2c518fd,4,voucher,1,15.04
489e9a78bc86403a43eed56b15c7c266,1,credit_card,1,77.89
6e57a0a9be49f002ca81bd94ec9b7021,1,boleto,1,167.47
17421d31a07ce8e9c61fe6b1adecfdaf,1,credit_card,2,357.13
50229fec371aedaedb230fa801638cfc,1,credit_card,3,35.0
0da06a931a4d76045f42c40211501383,1,boleto,1,73.34
98200dd99e0bfe78c2d1378ad05fe51c,1,credit_card,2,115.84
34fd3e758f03c7fe6169308d0fa11582,1,credit_card,6,180.62
ccffb7374c0c5619226394e8b85e0746,1,credit_card,8,723.72
4c68cc2a641de6ebea2ffbd6a5ec347e,1,boleto,1,65.1
e5a8f99e473fa6880bc2672805460e4c,1,debit_card,1,38.5
bb102364b6a29f9f8683f21e5825595a,1,credit_card,1,20.08
4cb7d866ce5acba93c58383df3081469,1,boleto,1,131.47
8d51dadd16d87cc5be0ed773fd727f14,1,credit_card,3,83.94
fddbb434bce33723969c0d1950649dbd,1,credit_card,2,107.46
72074725a693246f2057f0d9e1c4398e,1,credit_card,10,426.26
33e2ef7baf78f45517589742203e095b,1,credit_card,2,49.96
c9e3d29ede6d60999c59c8626757ec6c,1,credit_card,1,44.2
654236657c61378a35416f08170ff0ad,1,credit_card,1,81.68
7edf24d26573e36b72c670b3810ab3e0,1,credit_card,1,157.3
53b8913fe5c632a9aa10069a33aaceb0,1,boleto,1,77.57
2ca33108764fd34547c251d1a4ad73ef,1,credit_card,1,16.66
5e2150868494c26407f39ac03c5de246,1,credit_card,1,49.72
5e5fed142a552be6d6f1e04a800446d6,1,boleto,1,85.14
0a7f4604ee9cab65020038275efe1d76,1,boleto,1,72.18
5d00299f340746f1a331c674d4fbb211,1,credit_card,1,47.62
bf7284f5503c59e16e81fd9bf1515b80,1,credit_card,4,216.64
8f2b0c41d21837f8c6d4682867c66ffb,1,boleto,1,74.63
0b87d9e59c7c19b041fe36e77aa33a42,1,credit_card,2,64.62
89e2bc56c561f718d762250d9d6eb0bc,1,credit_card,2,112.92
664544bb88aaff855be52c01210033a5,1,credit_card,10,816.16
92b6be4c73b22c23eefaf4a517456d7c,1,boleto,1,164.31
efd5eba320d140f8659440d74a81fc90,1,credit_card,1,159.03
4667b0530b09d78c08bbbc0f8b6f899e,1,credit_card,1,41.11
044496e055fca9c2f17e1309e77a48b6,1,credit_card,8,156.23
04287a84357d7a29361c0948ee9bb4b4,1,credit_card,2,66.07
1e05735291d8969fddb706f4fabe8725,1,credit_card,4,668.95
67b50899f52995848c427e361e10dde3,1,credit_card,3,108.43
7eb947ee7c01b2d8872bc456302687ac,1,boleto,1,226.71
6f8ef1903034bc19ff5a5c51dbcec604,1,credit_card,1,103.2
b4c45d4cc2a2e24e10d4e20bae928819,1,boleto,1,27.75
678563117c6bcedcb0f9d98e8f3faf23,3,voucher,1,23.5
223b21af0c2d24db54dfa4ee559fbe28,1,voucher,1,101.35
c0567ba9f6736e00d05c404aac7c9430,1,credit_card,3,32.43
2f8f31eb2f7b6572836d662a6625c8e4,1,credit_card,1,127.58
d987cb7dbb81d5e2230b44b06ee52513,1,boleto,1,35.76
3164a0591e7349349b8f57437a76133a,1,credit_card,3,111.57
60ddc3cf31819e316702f9ede42e26c7,1,credit_card,1,93.84
aa73d1076ba6c6f19de6990bc7401acb,1,credit_card,4,48.28
b97ba3fb5b212d01ef75f4f4131c1207,1,credit_card,2,85.81
70217ba6c09626a3f4b980eac7d98a1d,1,boleto,1,53.1
9eaec2635ebf99416ead21c62ef53f67,1,credit_card,3,65.0
38b0b2a81ea0f8c9feec0554fc6cc3c7,1,credit_card,10,671.7
4ce809baf1b96894592348ee63179754,3,voucher,1,20.0
3c31676dda1c2731a56d31f4157f72b4,1,credit_card,2,141.15
ebcb12dc163784a4dad2cddb8feb64aa,1,credit_card,2,171.22
d4807c19de2116d311ed3abe6ee42d8a,1,credit_card,10,333.51
2f4545bda1b1c794a9a35a3fbe4257ba,1,credit_card,2,118.23
3431dbb0c64629bd76dc81b736c46e4d,1,credit_card,2,394.09
d32c308cae5b8c416907dc360ac819fe,1,credit_card,1,61.38
692fd4925e0a7e3c946566b4626f0f75,1,credit_card,2,128.27
72ec88002ed159da398333164be7f876,1,credit_card,2,75.58
87e7c081b88206fe9809796ba4e0ccbe,1,credit_card,1,48.31
f989d3ba2acbcf3d6168a67eef142f3e,1,credit_card,3,63.65
a0b1ffd30c671f95ed8065ce07d10470,1,credit_card,2,105.92
cecccaa359491439461332bbb0dad3d5,1,credit_card,2,206.84
