product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
6c3fc3c928cf7d57418923ffea326d9a,cool_stuff,49.0,733.0,3.0,800.0,42.0,25.0,15.0
3c2f792f1041177a81913a977431a99e,eletronicos,40.0,549.0,1.0,200.0,20.0,20.0,20.0
0d8c64a12c0e49b2515674c031b965a1,moveis_decoracao,54.0,220.0,2.0,2200.0,20.0,20.0,20.0
a1e9b0d76a76ff474f4a4374fcfb8c42,esporte_lazer,28.0,663.0,1.0,1800.0,28.0,12.0,18.0
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29.0,347.0,1.0,1600.0,100.0,7.0,11.0
8729e9bc4b7f0422448d80ed35ae329d,beleza_saude,51.0,1918.0,1.0,1650.0,25.0,30.0,20.0
fa9cf28beaafe4f4bec59550f6c76481,moveis_decoracao,47.0,470.0,3.0,400.0,35.0,6.0,15.0
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900.0,18.0,25.0,16.0
95578be74a242e7a0eae084908bbb5f8,moveis_escritorio,38.0,2088.0,1.0,14900.0,58.0,28.0,58.0
ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200.0,20.0,9.0,14.0
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
5563f6b699b362e1bd6a2e1e650f52bd,livros_tecnicos,60.0,1265.0,1.0,2050.0,29.0,5.0,21.0
7e437c1d65a7baab7e7ca6c9f4e98b84,beleza_saude,57.0,1571.0,1.0,2150.0,28.0,32.0,11.0
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0
70c325280f670aee445babb3400cf804,moveis_decoracao,51.0,535.0,1.0,250.0,35.0,5.0,25.0
bcb815bba008d89458e428078c0b9211,,,,,150.0,16.0,2.0,11.0
47de5f36ace720b578ca1b30d0b45b8d,informatica_acessorios,53.0,192.0,1.0,900.0,26.0,13.0,21.0
603751cec205d947f27ef1ab32b7fb26,cool_stuff,22.0,683.0,3.0,700.0,20.0,20.0,20.0
f28fd17099749b33b6e5081515b2e797,cama_mesa_banho,44.0,421.0,1.0,550.0,30.0,5.0,25.0
4723ab93377036eb7e0c15dfca8c8ce6,telefonia,50.0,561.0,3.0,200.0,19.0,3.0,12.0
89f46d1e213867388c2fac6078f5c06d,fashion_roupa_feminina,43.0,754.0,2.0,500.0,16.0,2.0,11.0
88316766399e9545cb650c3ab70208a0,fashion_bolsas_e_acessorios,42.0,361.0,1.0,100.0,17.0,3.0,12.0
593236d0ff46b4299b4787fb8d43f7f0,industria_comercio_e_negocios,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0
b687f7d54b34a215172bf55f9584584a,ferramentas_jardim,49.0,374.0,1.0,900.0,30.0,10.0,20.0
7e34dea6bf1b26c294d48bfc3fa41d9e,fashion_underwear_e_moda_praia,63.0,3140.0,11.0,400.0,16.0,5.0,11.0
af8215adef2df1e9e66642f159e81e55,relogios_presentes,52.0,585.0,1.0,400.0,20.0,11.0,19.0
bc86251d831265a9937ccfccecd6c224,automotivo,59.0,867.0,5.0,1500.0,68.0,9.0,33.0
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47.0,348.0,1.0,2900.0,40.0,10.0,35.0
f303e2cdf0967ef1a153d12f2685d280,cama_mesa_banho,58.0,262.0,1.0,1400.0,25.0,10.0,25.0
88d1ed18fd38fa0ffeeb4b517ca42a9d,utilidades_domesticas,55.0,132.0,1.0,470.0,21.0,23.0,21.0
61a53738adc5c0e8d243553320f9ba1c,esporte_lazer,59.0,1104.0,1.0,8809.0,52.0,52.0,17.0
54af11c815f92135fb554bd9c97dd418,cama_mesa_banho,57.0,520.0,1.0,950.0,29.0,10.0,25.0
37d2e3656244fd840ebd0460360455cd,papelaria,36.0,215.0,1.0,700.0,45.0,10.0,31.0
67ff96903c597ba4b1d7f668734bc3a4,construcao_ferramentas_jardim,34.0,376.0,1.0,65.0,17.0,12.0,17.0
5e6248437b2668bba62c0fdd71eaf72d,ferramentas_jardim,42.0,567.0,3.0,1075.0,34.0,31.0,34.0
8375cac77900898b899b33ef7b966bb0,cama_mesa_banho,35.0,2618.0,1.0,1200.0,16.0,22.0,11.0
00a985c524adbb97a4211e4ce17aabec,telefonia,58.0,734.0,3.0,250.0,17.0,4.0,12.0
e000ecbb2e86143e74b3b2c3cf15f21e,brinquedos,60.0,196.0,4.0,1150.0,30.0,30.0,30.0
46fd22a153db867285b826a2c62b446b,utilidades_domesticas,58.0,803.0,3.0,10900.0,71.0,25.0,45.0
ca078ba5884f07fd8e2ec7f7b13556f1,moveis_cozinha_area_de_servico_jantar_e_jardim,60.0,356.0,1.0,4400.0,27.0,27.0,37.0
233ad2cdae25fbf46f0d090b678d23f4,market_place,53.0,213.0,3.0,775.0,35.0,9.0,15.0
f1202530b474dade246e7fe77cdda463,cama_mesa_banho,58.0,373.0,2.0,1700.0,34.0,10.0,34.0
bae8ac5e125a98fe445bc17714104709,malas_acessorios,57.0,455.0,3.0,10700.0,40.0,100.0,16.0
f7740e5b4337a3cc4a8a204553101a85,beleza_saude,43.0,876.0,2.0,543.0,30.0,12.0,16.0
64cb768ce668c3df58334a28d528b754,brinquedos,41.0,517.0,1.0,875.0,65.0,23.0,20.0
3932e37f1f658768ac53fbe680f145bc,cama_mesa_banho,60.0,850.0,1.0,1100.0,40.0,10.0,30.0
cffa43acc63e8225bb6889f3c3bd74e3,beleza_saude,57.0,991.0,1.0,217.0,17.0,13.0,15.0
9291234bfd76d396f56b5175d435dd84,moveis_decoracao,40.0,274.0,1.0,200.0,27.0,10.0,12.0
c24f692e0f20f854c24c31517610ba7c,telefonia,54.0,1057.0,6.0,200.0,18.0,3.0,16.0
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51.0,122.0,4.0,450.0,20.0,31.0,30.0
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0
98600823ba81f3ba76386dac7c31ee06,beleza_saude,47.0,1115.0,3.0,125.0,24.0,12.0,20.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0
8058b0067728a211c68874081e7352d4,esporte_lazer,56.0,1720.0,1.0,1000.0,20.0,20.0,14.0
3ac52f93c2299daa201fbb7ff36546f7,informatica_acessorios,60.0,401.0,2.0,150.0,16.0,5.0,15.0
a853bf1a5f8d9f04f5df123168164720,livros_importados,63.0,1071.0,7.0,1300.0,29.0,9.0,18.0
cc3181a81384b6fc34602d49cb6068a6,eletrodomesticos_2,33.0,94.0,1.0,18450.0,68.0,21.0,42.0
28b5eddd0f9eb2e6a7dd8a36e0a79828,utilidades_domesticas,60.0,279.0,1.0,300.0,35.0,4.0,15.0
c76ce8f19e21cfc8226f0551ed5da750,cool_stuff,54.0,940.0,1.0,1800.0,42.0,25.0,15.0
70cc46ccdfff951dd7829395bce256ca,ferramentas_jardim,54.0,1318.0,1.0,700.0,30.0,10.0,20.0
31d6f0a621ee145ae8c70304cf564483,relogios_presentes,54.0,691.0,2.0,200.0,16.0,2.0,11.0
be19e1611a6015a66266d199ff3ccce0,consoles_games,38.0,456.0,1.0,150.0,29.0,2.0,16.0
56e04ad5959e2c30a6754d9cc1f098f2,portateis_casa_forno_e_cafe,46.0,490.0,1.0,225.0,18.0,18.0,16.0
50571d0f0f8ffbeec1c64cefeec01135,fashion_bolsas_e_acessorios,58.0,526.0,5.0,350.0,43.0,16.0,27.0
3fddda7e92c16fa45033a4373a116e00,perfumaria,45.0,650.0,1.0,75.0,11.0,11.0,8.0
52261c8a90724edab7b960c69dbf7a9c,utilidades_domesticas,24.0,761.0,4.0,950.0,21.0,27.0,21.0
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55.0,133.0,1.0,700.0,35.0,4.0,30.0
9739d07ec835e1c66eedb9a6df402bd5,cool_stuff,44.0,354.0,5.0,900.0,43.0,21.0,26.0
6d07236d4abe99b5b1cbf368971bf6e7,brinquedos,49.0,170.0,6.0,200.0,17.0,7.0,12.0
9474f3c0da0c4fd0bdf88cf6ac1b5d04,moveis_decoracao,51.0,208.0,3.0,200.0,55.0,6.0,55.0
edffab3eae08991a067c2c7664821661,moveis_decoracao,55.0,1646.0,1.0,300.0,16.0,6.0,11.0
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34.0,1080.0,2.0,250.0,41.0,2.0,29.0
6965419e0d5116b685c3f825e4752231,informatica_acessorios,34.0,774.0,1.0,900.0,36.0,9.0,11.0
d248fe1e952b5b5d62572369cc23ac3c,relogios_presentes,34.0,608.0,3.0,600.0,23.0,19.0,15.0
1c4b558889819d00efc1ec52e76bc450,bebes,58.0,374.0,6.0,200.0,16.0,9.0,11.0
7552749c1a1124b5590d5b7206324daa,moveis_decoracao,38.0,478.0,2.0,14300.0,49.0,42.0,42.0
ea44caac707f7f1325182a538007f838,bebes,59.0,809.0,5.0,6600.0,45.0,25.0,35.0
8ccac7e503c0ba1f7e7b3aafeae52cca,moveis_decoracao,35.0,596.0,4.0,5500.0,32.0,32.0,32.0
f71c0f4ee48321ba6b82205b2fc9e08f,moveis_decoracao,30.0,669.0,4.0,975.0,35.0,25.0,21.0
812f428f6757ab16c46cffc68f2e90c5,moveis_decoracao,53.0,1991.0,2.0,600.0,60.0,7.0,14.0
d951b7ee80638f0b34111a091327be42,perfumaria,54.0,522.0,1.0,150.0,16.0,12.0,11.0
f2a949f938c95d18433bebfb12afe395,automotivo,60.0,1657.0,3.0,650.0,16.0,21.0,18.0
d0b9d3d449a97f582b325f11b512bfd2,livros_interesse_geral,35.0,1254.0,4.0,1833.0,17.0,17.0,18.0
7642ddbf174d9a97119510f56be6c201,brinquedos,55.0,1131.0,3.0,1950.0,30.0,35.0,35.0
9256d5ffeddcdb1ee516de53414ff1a2,telefonia,59.0,540.0,3.0,300.0,17.0,4.0,12.0
31a2f42a87890f87d77daebdfabc182e,brinquedos,58.0,419.0,5.0,1700.0,30.0,35.0,25.0
a8d952e8e5436a6fe36d24c402d100de,telefonia,60.0,540.0,6.0,300.0,17.0,4.0,11.0
40f9995eecfc68f54991ca49582e9885,telefonia,60.0,816.0,1.0,150.0,27.0,5.0,20.0
bd9fca6bf4bdcbf4094d7bc11415dfe5,eletroportateis,47.0,2378.0,6.0,4683.0,45.0,29.0,22.0
50f1880f1989251727fbbfe8c0a346a6,cool_stuff,54.0,661.0,2.0,1450.0,42.0,25.0,15.0
e94d9f48ab491b190c0f0bdbd12830ae,relogios_presentes,56.0,559.0,2.0,215.0,19.0,13.0,19.0
2bb3e85f2a403543fdb64e266e70c792,brinquedos,57.0,925.0,5.0,19450.0,45.0,50.0,45.0
a0b4002c65e49bff2f59d5c78c95fd0f,relogios_presentes,58.0,195.0,3.0,200.0,16.0,2.0,11.0
672bdce161930b1c72890c619224376a,fashion_bolsas_e_acessorios,27.0,542.0,2.0,1000.0,20.0,20.0,20.0
41b32e93d4f4db03491412efc40f3c91,relogios_presentes,58.0,485.0,3.0,1000.0,17.0,10.0,16.0
283f243bb09e48e8f324d175182d5cfa,telefonia,60.0,1440.0,4.0,225.0,18.0,5.0,16.0
18301962305db63b0f3e995998075ffa,construcao_ferramentas_jardim,33.0,164.0,1.0,200.0,16.0,16.0,12.0
9c74c26ab807a4a6a5c1dd3c0a112d76,cama_mesa_banho,58.0,781.0,1.0,500.0,20.0,10.0,20.0
2d27434c710806b971a721da337a112a,relogios_presentes,58.0,401.0,2.0,200.0,16.0,2.0,20.0
3606696d19bbcad6cb6c0e985749862f,automotivo,56.0,882.0,4.0,450.0,16.0,9.0,15.0
e002889aa3b0026aa7dd040d8344a14b,esporte_lazer,55.0,1889.0,5.0,650.0,38.0,10.0,28.0
962a6951154f98f2c8e9a5b8b2bcf4a9,moveis_decoracao,47.0,610.0,1.0,2550.0,30.0,35.0,30.0
e4d1cdc6559e08672c98c73a21305521,esporte_lazer,52.0,303.0,1.0,150.0,25.0,5.0,20.0
3bb8427f7700385308f42cfcf4c8d10d,consoles_games,58.0,1388.0,2.0,700.0,25.0,25.0,16.0
81a7ce9e5b3c92b523c22a4d3d3e05f4,utilidades_domesticas,60.0,213.0,1.0,450.0,16.0,30.0,11.0
72b253635b316f49e42e618d6e585ebc,brinquedos,23.0,273.0,1.0,125.0,22.0,7.0,14.0
7b85e3deef35afd6ebed5461ee8f0641,informatica_acessorios,56.0,617.0,1.0,1583.0,18.0,15.0,12.0
931c60354b3929e5d44693757b11b5c0,beleza_saude,39.0,3580.0,1.0,375.0,29.0,4.0,16.0
1349eb7b72fc4394d408917c76464af8,bebes,41.0,243.0,1.0,133.0,21.0,8.0,14.0
cfe99a31516679fb9515881d25891570,fashion_calcados,35.0,222.0,5.0,500.0,29.0,12.0,23.0
fc13bac52be6640d9a77f54894e2c0e6,beleza_saude,42.0,1158.0,1.0,550.0,17.0,9.0,13.0
c59f580bd1844c1f634ce410bda0a6ea,moveis_decoracao,42.0,1405.0,3.0,150.0,35.0,2.0,25.0
be3eb52ad733d7f7fff631a0cad35e81,informatica_acessorios,29.0,863.0,4.0,500.0,16.0,16.0,16.0
81c891c541361f1108fe9e2a645324d9,cool_stuff,47.0,832.0,3.0,13900.0,34.0,93.0,34.0
431dc11c26a67c6a49e81cee84f35b28,consoles_games,47.0,1338.0,2.0,600.0,18.0,12.0,18.0
b80b2895a4edf092d99f63d8d96d84e5,esporte_lazer,36.0,1703.0,1.0,269.0,22.0,16.0,19.0
0820af09ddc75b84841b1fab4da4be9b,eletrodomesticos,60.0,462.0,1.0,100.0,18.0,8.0,13.0
d48bacc1dcd9c86bf1ed4ed2a303336c,brinquedos,52.0,752.0,3.0,1232.0,38.0,18.0,25.0
f6e0b7ccc34e4decc1b855f8da06a5fc,brinquedos,59.0,257.0,3.0,900.0,30.0,4.0,20.0
8f79800a347de2da5104a414bc791a0b,ferramentas_jardim,41.0,515.0,1.0,400.0,30.0,15.0,20.0
06c38a87544301cba8b0fb5a0796383d,brinquedos,45.0,553.0,5.0,2300.0,98.0,12.0,20.0
5fb0031ce4395d307321919f71ffbdf7,beleza_saude,29.0,682.0,3.0,859.0,25.0,20.0,18.0
ec72556b5da399d24fe06338e816a9ac,papelaria,45.0,151.0,2.0,233.0,20.0,11.0,15.0
b980f3256c981fc178514325143b1fc8,informatica_acessorios,59.0,1130.0,2.0,243.0,17.0,15.0,12.0
2a97ccde48b4f516a7a76352d03eff88,cama_mesa_banho,56.0,527.0,5.0,825.0,29.0,17.0,28.0
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44.0,916.0,2.0,950.0,53.0,5.0,13.0
ead3077a141a9c800d6a4bb9d0d415b6,cama_mesa_banho,60.0,662.0,1.0,1150.0,22.0,4.0,28.0
a8fe47ad6f852f93cc92c7b408687de3,esporte_lazer,27.0,202.0,5.0,400.0,70.0,10.0,20.0
363a9f5b97bf194da23858be722a7aa5,construcao_ferramentas_construcao,44.0,1455.0,6.0,30000.0,100.0,50.0,50.0
3951784ecfbd4c912d2e02245d8b5e89,utilidades_domesticas,32.0,1172.0,4.0,1200.0,50.0,10.0,15.0
ea5774e69135147e6f0e1eb593d9b105,beleza_saude,55.0,1202.0,3.0,500.0,20.0,10.0,20.0
cdafffbe81c76e4cb8b1270523215c82,perfumaria,47.0,313.0,1.0,500.0,16.0,17.0,15.0
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36.0,890.0,1.0,950.0,29.0,3.0,21.0
9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59.0,2001.0,3.0,850.0,69.0,11.0,11.0
7ca498260c343bafc4596d101ec12490,papelaria,53.0,367.0,1.0,2343.0,32.0,39.0,35.0
f0f5a9211c208c91441a70cb5241214e,esporte_lazer,59.0,2087.0,1.0,200.0,35.0,15.0,15.0
20ed63974a9207895b4e56993e5a9a3c,moveis_decoracao,34.0,259.0,2.0,5700.0,40.0,30.0,40.0
5135301d684848b74276f22afcc6781c,utilidades_domesticas,49.0,1012.0,2.0,500.0,24.0,20.0,23.0
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33.0,897.0,1.0,1600.0,42.0,25.0,15.0
9f6e8441548dd40516cdb98f1b29c3d5,,,,,2700.0,44.0,13.0,44.0
e251a68000f75257cf9ef16bcea51976,papelaria,44.0,207.0,1.0,200.0,21.0,7.0,14.0
30ad9d2c8a8e788a606a6c23e07260a9,informatica_acessorios,38.0,488.0,1.0,300.0,27.0,5.0,20.0
bfc59c5d8a26d129f82fbc5207fcd676,cool_stuff,53.0,330.0,1.0,2000.0,35.0,44.0,19.0
cf1d8e226162a1d0ad61f29b7ed72d82,market_place,53.0,1377.0,2.0,250.0,18.0,8.0,18.0
f4b952dd7ab601c02bb1bd06395f45f6,relogios_presentes,53.0,301.0,2.0,1183.0,23.0,5.0,26.0
06cd420a1b028388e0bf1f78daf20411,ferramentas_jardim,36.0,844.0,1.0,2850.0,22.0,15.0,14.0
43fbb9403319de5e660094ddbe8cc0a4,informatica_acessorios,46.0,468.0,2.0,150.0,19.0,5.0,13.0
eba7488e1c67729f045ab43fac426f2e,perfumaria,43.0,259.0,1.0,610.0,22.0,14.0,16.0
8da77162e41d47464f9806727417cf6e,cama_mesa_banho,58.0,293.0,1.0,3600.0,50.0,10.0,30.0
8f7ae8d7845cdabafb4b6f20d8bc5a43,esporte_lazer,41.0,785.0,2.0,700.0,16.0,12.0,22.0
38ad86e536a0e27c5a4d2dc30964259d,telefonia,60.0,540.0,2.0,300.0,17.0,4.0,12.0
b17a4e7b997ea645dd323bb1bed802ac,,,,,600.0,24.0,4.0,15.0
79706e79825f7409ef032653a271fba2,moveis_escritorio,54.0,1085.0,2.0,22800.0,48.0,45.0,56.0
e27c4dd075a521097a085bced0631ce7,moveis_sala,31.0,618.0,2.0,9750.0,27.0,15.0,92.0
48e82f62f499350869ac7529efd9fcbd,moveis_decoracao,60.0,357.0,1.0,650.0,25.0,5.0,17.0
e26445edc4d665a7950a4b60461fc58d,livros_interesse_geral,31.0,710.0,7.0,1000.0,22.0,28.0,16.0
154e7e31ebfa092203795c972e5804a6,beleza_saude,48.0,575.0,1.0,100.0,20.0,15.0,15.0
b5034cecd2d602fcc8175e8fe0988a3d,automotivo,56.0,361.0,1.0,200.0,35.0,4.0,26.0
d6061ffaf719f75dd074a637c535b644,casa_conforto,53.0,1180.0,2.0,1850.0,45.0,15.0,12.0
2535db191954746776aa1f51dc1a9651,beleza_saude,43.0,341.0,1.0,350.0,18.0,14.0,15.0
fa92cdb881a2eab7e1f10d0ba6f42fc5,relogios_presentes,55.0,498.0,3.0,300.0,16.0,11.0,15.0
cdfbf89ab41de77f2bc60c0194c00d37,telefonia,51.0,446.0,1.0,124.0,22.0,5.0,16.0
45e967683e7292b195609137fadaf2fe,automotivo,57.0,453.0,4.0,100.0,21.0,2.0,17.0
db8416b29581dc9ccea5e43e59fda317,perfumaria,46.0,534.0,7.0,1850.0,35.0,26.0,26.0
c5f80e9b4f6f51bc7cdb5d004643262a,beleza_saude,58.0,767.0,5.0,8900.0,38.0,88.0,30.0
c7e02747ef9366a4fb7f4ac4fd261c36,informatica_acessorios,59.0,2168.0,7.0,900.0,35.0,10.0,19.0
9c9c0e6325bd947d1468817769ed4197,informatica_acessorios,36.0,971.0,1.0,450.0,21.0,16.0,16.0
7a3d2e33323f0341eaecc6154c003ac0,consoles_games,31.0,241.0,1.0,325.0,17.0,11.0,14.0
bf8193d8e1127957f3b82527c6d44c01,malas_acessorios,36.0,543.0,1.0,500.0,25.0,7.0,20.0
c8b96022819f31119f1404ad2c3c1059,pet_shop,54.0,1581.0,2.0,5450.0,30.0,30.0,30.0
336090aa9bdfdc02b01b154b2d0abda2,eletronicos,58.0,219.0,3.0,600.0,16.0,5.0,20.0
8d8109048bbf6f0369b1522029f92a19,cool_stuff,49.0,933.0,1.0,250.0,22.0,23.0,16.0
1c33c71830d320620439a3236a1c4ae1,livros_interesse_geral,54.0,2931.0,3.0,2200.0,19.0,26.0,11.0
a448325c57fbf792a2f6ac7d1b730917,climatizacao,63.0,1729.0,3.0,4800.0,72.0,5.0,11.0
3a21e6f5a154a5b03b6edb8fc6b24c5d,bebes,58.0,585.0,2.0,220.0,23.0,9.0,17.0
05696da7eee323669666f62228d00f78,cama_mesa_banho,55.0,342.0,1.0,12900.0,60.0,27.0,50.0
221682b067ae8e8460ae2517e7e25e11,beleza_saude,60.0,528.0,4.0,250.0,19.0,11.0,23.0
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50.0,1257.0,1.0,700.0,25.0,12.0,19.0
90ef6790cfc145cf45f9c476d1f47af0,papelaria,49.0,241.0,3.0,6100.0,60.0,20.0,29.0
03d4233b9e3382adaed9e5c58626f1dc,moveis_decoracao,59.0,566.0,1.0,200.0,35.0,10.0,20.0
743f4eec5711267026a93df72eeb7174,livros_interesse_geral,44.0,1615.0,1.0,800.0,33.0,6.0,22.0
79ce45dbc2ea29b22b5a261bbb7b7ee7,beleza_saude,27.0,152.0,2.0,1000.0,25.0,6.0,12.0
086351823300e0339f6955b27998c186,cama_mesa_banho,49.0,189.0,1.0,3305.0,65.0,12.0,45.0
3846c262ddb08db0ea2cc1a1685590ff,,,,,600.0,18.0,18.0,18.0
29fd9022374ff3fef2e8f82c39b4133e,cama_mesa_banho,57.0,427.0,1.0,800.0,45.0,15.0,35.0
3470ec574925a96bb8480140fddb1050,pet_shop,55.0,633.0,1.0,300.0,16.0,16.0,16.0
75dffc4de999c1c28630b084e58beee4,automotivo,56.0,1831.0,1.0,1425.0,24.0,10.0,23.0
ad59cb0673bceac69f32635f227b2ddb,market_place,35.0,382.0,1.0,285.0,19.0,13.0,15.0
c2fb73db15e28aa021dcf7b2856fef27,bebes,52.0,704.0,4.0,3600.0,60.0,20.0,50.0
fe7d52482b17e6b3466f4b8f3ce51a9e,beleza_saude,45.0,3059.0,3.0,250.0,23.0,7.0,15.0
8b6ed41158b194711f83b8da92757544,esporte_lazer,52.0,490.0,2.0,1182.0,21.0,16.0,17.0
83d199d296c44101c8c3b5c9c0cce9ea,brinquedos,26.0,855.0,2.0,500.0,18.0,6.0,21.0
2ccd049c8e7ea210e079a1aa8ad92477,papelaria,54.0,218.0,3.0,6900.0,28.0,55.0,37.0
371c121dc86b3821f720e7dbe1928207,papelaria,59.0,504.0,4.0,150.0,22.0,5.0,12.0
12181424582d4d4233622caeddcae843,informatica_acessorios,53.0,326.0,4.0,1450.0,56.0,12.0,25.0
5e53af05c040b01584b81b3549945faf,construcao_ferramentas_ferramentas,53.0,470.0,3.0,200.0,16.0,16.0,16.0
08c816d9a716567bf436173ef6f5f12e,eletronicos,60.0,740.0,1.0,150.0,18.0,12.0,15.0
