customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
0ebcaedcc19c16f38153ce813742e545,1a39704fa1459528597c7e52f99e39d4,26265,nova iguacu,RJ
841a10b36f795c595b69ae09ee5b34b8,51123d30e274aeedc27ae7f4d1abed14,6454,barueri,SP
3d5688f7c319b63b11b8d1c8dc5e6abe,f102240598836332442c455abbcecfbc,83880,rio negro,PR
891df15998426e9d609b7f363a555ce4,4dbc9e60ee79f8547f8a3fe7f3d02fd1,29820,agua doce do norte,ES
89b1996b0591126bf4b91eca215d6e67,996d5fb8a5736b0fea622c72fc1026c7,8235,sao paulo,SP
cbb626598bec148e34d513bae9280e8e,1c68b10c39678b2f8a7354ae67c44ef3,14745,terra roxa,SP
300d32359978b9dc15b9f3b3e469536d,04a710ba27c70647fb2a4ffc6fe48e43,28997,saquarema,RJ
06703b3d47c703a3e163cd1769c2c53e,8f3eef80fef6d26aca45231210bcfe63,89900,sao miguel do oeste,SC
6c3eb82bd1bc98eeb319254fdb38a2da,b81208443af1b894742a304cf0f86b9b,13346,indaiatuba,SP
d8583ba686f2196aba5bc31f896bd8ff,9a8ae5697c81ca094e4bc087022d89d9,71907,brasilia,DF
57934d36535621517dc2b60295108836,119d43da5cf2cec95289848aec20ac51,85960,marechal candido rondon,PR
d3a7c4a756384c101585cd13190a00b4,6d06583742c138d70b952a6f5f4fd62c,11618,sao sebastiao,SP
066a9e746ce5eead40d2afa9bccd3d7d,227dee340139e8c2f57bf05bcb1246f8,4171,sao paulo,SP
a3cc815958a0313f44694efc042434ea,a1dcf2440c6b9aec47d70595ed124ad0,91550,porto alegre,RS
8ebee0cc741eb27e8501e4b4e3c6422d,8e990907b56d2383d3a39bf0cf9a3f42,65067,sao luis,MA
daa4d167c907827200536489e0dc645b,3cc4abcf6c4d8a077b3c110ac04eb272,87043,maringa,PR
5c78528de7bc16285f19af96fce88f02,e6925d3e39cebd0f699008b248e58361,13208,jundiai,SP
08be5d1f213ea37487f2698ca4b2be07,3eddcc05abf2cf434aae2a9662597353,14015,ribeirao preto,SP
ad9ad1bbc3ec168f6d7e7e5637788fc3,f00acae66459f1828fc1feba2c759fa0,9619,sao bernardo do campo,SP
a125a54036b56ceb4c73638eda0f18aa,19067e6acbb88e562f0f58eca762ac76,26015,nova iguacu,RJ
bb38dcdbc99e5fbf1ca0dc4f8c6b2f4e,efdfdcb4890f42ff5fdc077b298f9af8,60822,fortaleza,CE
34d8e7fbd4ef064dc9fef296b5a69931,82a78b7fe9c0c1a662b2d7116c203d36,25949,guapimirim,RJ
769c56bee6cabe0621e1c8ebef411769,49c00537cb6418b95faaff96b95d596e,41502,salvador,BA
0266506e68e7eac1c7f726da057c28a9,3341514b8049f4a268e4188fb0211d34,3127,sao paulo,SP
2299bcdc88bf79c9062fbd443899ae0e,f5479eed84b3486132141fe08c598b95,3124,sao paulo,SP
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,33600,pedro leopoldo,MG
0e8f3042296ebd7f20095ce2fe09945f,c374dc8c48a3edc15dc8bcd4aaeb67be,62850,cascavel,CE
61fad79bfe55baa042c5fe91d8aa337f,01ca0680cddb7f4c71e3235f08cd16a2,6311,carapicuiba,SP
03bbe0ce5c28e05f22917607db798818,8f3dca4306d5a89e4ae2c65c110603a2,72465,brasilia,DF
62943fca2aa3e99b0f51ad01550e9cfd,031f055c013d9b147263937cc2d5b6a2,17601,tupa,SP
939f659b74bb69ce5a0a7c3b3e351a28,edf55e0391148600e839275491f147e5,44053,feira de santana,BA
96f6f0d6c407d78a7b0df5999939c03b,48c239b2821e4f65ef32ff7ecd4ed37b,8763,mogi das cruzes,SP
d184b0e1de2da0c29cca0de3bb29781e,1be0b0b172e10ad52bef0d454965c053,21320,rio de janeiro,RJ
f37e018586ddc359d2f1ad32f64ff8aa,5538f4cb054b71b5525a019a47019aa0,28735,quissama,RJ
12b71efa350b860b4bd987771b9c6b4e,67ecbf1f06c3a1649d5d6c5e15ea1a8a,80050,curitiba,PR
b58dcebd1080a35715998c1c6b9f4d81,99da196553d9b67b1c762a712a8caaf6,42850,dias d'avila,BA
bb88b693c753625fac6cbb7cf28caeac,a012820fbbced38a03331716e231e0ba,27521,resende,RJ
88a98577c0d60c958eaaab2bf1e57f2b,5f906880e2ce13b655bd34d324a48ea9,11930,pariquera-acu,SP
e8a2dab1e442d28c1fe38085954fd5ee,43fcee98a4442ab2f299df637f8e2413,66093,belem,PA
1e0672cd29c269baa883be37f80b14b8,6d9ccbd8cc7ce34491c34c7ce5d03767,83060,sao jose dos pinhais,PR
b29bd54e3f696b788f8473826a68be4e,fab027a1984a0733038af650d749ac7a,8505,ferraz de vasconcelos,SP
2aa73498fc6fe0afcdc0804f3080ac72,546ed56ed469aa89580be8bb1b51a6fc,1123,sao paulo,SP
1cf11582fcfc4e9b387dbcf13697a623,4e7d084161eec682220d0adeec4eec8f,80740,curitiba,PR
08a761b27ad72e5fa65e351ca23bb2f5,620b267bdbb662197c42079245841d2a,13013,campinas,SP
74bafbdf42aa593dae40b106baaf020a,f5956e481edfe26b2a8a8035f0ccfea8,21810,rio de janeiro,RJ
6ab98db5b69a208cc166997a3fa31c45,83e8281db92841314f911511c67f6e20,64230,buriti dos lopes,PI
671d695d18f4e956cb2cf8676da962d1,a50c1032c3f5635519c65a8cc84c6171,25036,duque de caxias,RJ
85eb23c7cef0b97eda81a956c3f748c7,e855df677dcf0d237ed583793afd7988,51011,recife,PE
b9cc7bff1ac00970ba1247f36be4879d,62de6068da9506dca753598fcfbdcd16,20020,rio de janeiro,RJ
7fa5b19815a0b5e211dcf4d287f60e14,c849085aa9f5d4af92baaa56a112d686,3648,sao paulo,SP
6a22352981a6c0bf8ff901686137d1d2,c8879b82433186c4f4a94344384c840f,17012,bauru,SP
c85b57d305ecdc88bcafb087e60a658c,57b1f68c8d93b167ff6606951edccfeb,91150,porto alegre,RS
bab736fca197c16d48f8720536c8024d,83c76475c52e94b39f6240b68ffec54a,37750,machado,MG
d101df6a75bb39768e2dab7ce5dc125f,a10fe3c477989c968aa284bd448b1d5b,18520,cerquilho,SP
57125f5e79965d52dfa4302dba5d869f,9a376ff06ccaae65a04b1b1c5535fc75,27110,barra do pirai,RJ
3c99507a4adc8abe0200938654a09c68,8faaed9a13b8c78f9e4a589fecc2748c,84172,castro,PR
3e97e4616acb3774ea13062109392ecb,96d97637a814355ed5e0913942533b21,24230,niteroi,RJ
0b65a4d0707c6168a14491999220a2bc,d8e902319a9ed628de1ed00785b9e09f,35701,sete lagoas,MG
a3cce16d1def5991f7314b717b373ab4,2e61a8d70f5bd8fa8dd742ed198aceaa,4742,sao paulo,SP
7cdfbe7202481c56a694a46f536baffb,cb5d14426ba66f929f72e01bb92fc3cf,12908,braganca paulista,SP
fce5e90c12f6f040a4a77008ebeca230,2a6ef69674d6f28002c72b8d123b3a27,13033,campinas,SP
be188afbecaf3cabfe042bf53dfa2e19,56e3a984ef5040797608df8afcba3d75,12247,sao jose dos campos,SP
8baeca32aac79a831b81f1f8af9fd6d8,59cd6345c0d1920b6a42f672173a78fd,13950,lindoia,SP
70adc37c97e196449a2b5dd84465c4b3,2f4caaa523ad6f3d695a5e698263cd05,60873,fortaleza,CE
3b34eb193a790f18c1952eca8a964987,afc8f3a11a809a74e5eef0bda1de6b9c,78050,cuiaba,MT
f6a59386e50dcff8b77c3f1e99c218a7,5e9873081c002c291623b4f23d8f5ad3,8840,mogi das cruzes,SP
f4d98068179c2289cd5f050f0ac67644,310647380793836bfa5b7b6b3f518423,14095,ribeirao preto,SP
383c957ec162c9147f9aab26161af5c6,38e9ba7e543c33ae95a697ed2566dc00,22790,rio de janeiro,RJ
31bb23e87b9ced322c87a42677a4723a,8de0e7de3b9206260785e2801ad4174c,13348,indaiatuba,SP
33aa91edcf7c42a51f4c56d15586bfde,cb36d0f12c99d07935b706269045f613,96200,rio grande,RS
3aa2c129bd23bcce61a0683c4460860b,4a858d3e945b66b74a3b87cd245338a8,37757,poco fundo,MG
d58d04003ac810adac58890472e3a443,788313d21c3507fe890921f6e17aa679,11070,santos,SP
057adf4557a4a3544a67ea4221b891c0,ff423b634e7bbec16b9f1466f126eb18,9170,santo andre,SP
89ed9f545e7adb16e072d52358423f8c,017fe3adcd1989f1ea8bac1848bd1b94,18703,avare,SP
f6cc975f9ed5f7d6d78d5f8ac711a7ac,8cfecfbbdad82f1281686a54caf46dbb,37170,boa esperanca,MG
46e69377adf8857c9ce9c568ba073b06,04120e49b42d9188cee40d96521d9893,12286,cacapava,SP
9d823bbc66d309224a2fc79014782e0d,6d54f758264b43d6ce8d84c33fbd73c1,7240,guarulhos,SP
fc0d9a9e8bf3d86e4162d3d417653265,19db446f263e6eba7f12d4d80ce5d308,97015,santa maria,RS
a3bbbce815da0de197a60a066006ad75,2f87ccd8d2d676d667a844ee5c6a17bd,95112,caxias do sul,RS
451ac6258b909f1026bacd12f5a58e47,d8aa989e502c162456da4c7da11d7bc9,6763,taboao da serra,SP
e9155190b15b9ba34f65a95131cbc7b6,64af76ab0a3c046821554e75bb5420a3,85200,pitanga,PR
814dfd64a142fe2564faef3932b676b9,d647bd6f2997e98e04f7d84da752b873,28655,monnerat,RJ
4df72ed5240f354774615dbdecdf3d30,274ba0b2bd0c833acb3646ddb36b1a03,3976,sao paulo,SP
f81bed8a63f637b20ff67dccd843c2a5,a9088d439d83c94aef38ee4846e31559,23530,rio de janeiro,RJ
5a354ceb0ee403f36eead5e33253730e,253d899ff7a011b26c16ac66cdca07de,8253,sao paulo,SP
c1668d67ed2fc31300b5c2e60a709111,33909b7a3aadac8943ee99a62745f3ee,4718,sao paulo,SP
0df0cc2d605e76a1560ce617738b096d,ebd0921d9c892003ae0ab54fae01b81e,34800,caete,MG
11ead7c657fc4f2412db1babe52d1619,6144b9dbdc89758b47e87e2e73f4db09,71691,brasilia,DF
accdad8ab1a62db957ffcefa272667a0,339f4ca769f8240ea30f88c25c5c5f11,40150,salvador,BA
b75740288b209973aa736f4dd1b65502,5b19b3434d9c9e51703f9b53abe7d0f6,39113,desembargador otoni,MG
08d6e9303045f757cdedb89fd0002e4e,0abee71cd257861a0944e2a81cea4a50,28030,campos dos goytacazes,RJ
c333f1bb63dcb3a4c67408e7337e30c8,8f0eb363ad943a36b7091034f29b508e,3001,sao paulo,SP
8cca079a61c78c1cc7a1a9ef4a6121e5,09f890c3ae1626f1044e52e1c8d3707a,8505,ferraz de vasconcelos,SP
67372e0bce729cebb559886b6c4d9e2e,c9fff85f2617b8e1a78142aa11ee962f,16057,aracatuba,SP
62beebea8629d73ab3ca95c23ed239ae,aaf19344c14447167191cdd3d7530acb,33400,lagoa santa,MG
2fac2e14733a2deb5e7b5973ff95b115,070faa17ae87e63c0cf50efe8287e913,17980,panorama,SP
dbf97c157f82439aa4e22e65e10ae811,612db24bd7ec741c98823a46c73aba21,55540,palmares,PE
dbc9cbb74d25c5c2c1457fbd64f0ba57,4434aab9872e6d0e500523f6a85829e9,90420,porto alegre,RS
b829fddbce42cead675773ee8daaa179,d27826efcf22fc60cbd98d7558e0c723,85605,francisco beltrao,PR
060a46f3e1097e08371f2c8c7064156c,3d8a51057b28b7b5172c8bc46cb6a7f5,87030,maringa,PR
90006c9239e7ad344dfc506766bd4a9d,b0393dd04c5516902c42d133f56fcee2,14708,bebedouro,SP
fc849c5fbc7e2b0c7cfebc138886c693,5bbc03d010ac4dbcfdfa2018349c8f6e,28148,tocos,RJ
e50eee0362b772dcc8995721bb637d5b,10f491b45dd28d61468b8293b65c9bd8,21321,rio de janeiro,RJ
cebb8a4ff4704077050296f186150b25,8d4921fbbee3fc7c3e684753390488be,60841,fortaleza,CE
ba1249c05a651c21b3e6a99caaad9525,4e9fed16983d17a7db116c9215ad25c0,68440,abaetetuba,PA
d241d89dc876ac8450f20fa9824eb416,fae50349197fd922f4487e4000e2112c,11740,itanhaem,SP
009bd844996868ab5166ade7dd9ab471,63df52c362d4b7183bb6a463452a8183,13076,campinas,SP
950dec801b6408c5679e84c382863481,b3c45ba56e29a396943783b4a80785fc,13212,jundiai,SP
440a07d7b5fcb27062f1413082ad8a6e,4bf966fa89fe05fa837cbf82f8d4ad62,15400,olimpia,SP
e4a1289920c7a33574e0433abd5b90d7,24cd37bf2e8fad096bc0b807541311db,90480,porto alegre,RS
8098f5c7290a32e67f211defcc47528c,6b7aef98835928c0e5483ff155dfbe59,1415,sao paulo,SP
f665e06d0376b22d2ac11e29e369d6b1,ab93b5411d105681f97717263e92d917,50780,recife,PE
ab9109b6e190b6d2be9aa46d082fe5af,d8a89dc47bde7dc0b83a3434cc017ee1,59215,nova cruz,RN
b951f4aa14bd8cdbdaa9fe4bcc4f4750,faa974309c7940a1af06759bf618fdae,88508,lages,SC
0db6ca6d0557c5b2358816e1ed450384,8746f1ba2e19bcf8bc03a946a0923d78,83511,almirante tamandare,PR
94ee745f9c7998656cac472cd79c38f2,4ecdcc06343fcc71cbd3d0905e74a45b,89809,chapeco,SC
e78e95c694dc4c2aae6e6975bb58bd48,b7cc980888147c189d96a40756971585,6900,embu-guacu,SP
91ff451a9340e83ea1e31d2e66fed0be,d90ad03504248c1240903d114ac9fc16,74823,goiania,GO
54abf020696cac4caf9175f3b5530ed0,60342c33a39a2e43be81ad79ab92fde9,57014,maceio,AL
c4fb92b97f427f554cd03632d9f81387,979f3bf020fee365ea741df1468b620e,81550,curitiba,PR
2dff57eef8db58c68868884a7ee65188,4cb73f4f07d69f81e93a4345923ee3b7,15895,cedral,SP
db1383e3c3c58475adf2651e6cfa58f7,24a366843796b68f1fc06adc4bc28b06,38550,coromandel,MG
49b712be39af04ef4a73cdcb83cf3ac8,0c9abfaffa0ae7587cebfdf0d680e3b7,95900,lajeado,RS
b70bb1d21f3f4ee22748b82dde72b63f,169815e2d8cebf3bb29c380415e03403,13178,sumare,SP
9361e922e3dfb157d65ed5bd5f4d2774,a3fbc36cf6e1f33fbe6d8b11238fba1b,4003,sao paulo,SP
64b522c8d8d1f7acce0f99ab0bc4309e,6d9340cff66614691b64758da5a28d53,24717,sao goncalo,RJ
f510b8376e50c3541d4f8b0276014635,85a310508f84217a21efdb16eb7ff5fe,71050,brasilia,DF
eb133f781391608caf3443da896ade64,7bf6a12a0bbfad0a1ae0b1c9f5aae2d7,4641,sao paulo,SP
bab91c3c25a207c83b5c95392df95163,7d5c4bcaf5e9ce14f2ac132ed39b1bb2,5890,sao paulo,SP
9127563d037bc55fcab2dab414304436,6bae3d248c2fcb847d59a027b4c30c89,89560,videira,SC
094cafa0ff204c7f367f840ba94209a8,82e1a1e7c48fe142617f3cff6c5bfef3,35960,santa barbara,MG
2ec58f2c612ff2a103859e7615e10a52,6f44e0e9c2553c98d619d8c5394f984f,5415,sao paulo,SP
bdb599f32a95c53f1c17076217f3db9e,888d3b72871bb77b66838b4b59a7497e,18035,sorocaba,SP
9eab014e2646490a4e86bf382c50f4bc,76415e22ee395842dd2428a274776e94,45000,vitoria da conquista,BA
7f93efdaacb4248f93bdfec0686d3a8d,a72b72235f0266c1b2eefbf2037c523f,13409,piracicaba,SP
06838eb84d243726bcd772cec9b68813,28ad66c8baf13c85d2a936d0b06e73f6,13140,paulinia,SP
6b4698a7406abadac8afabf5f8b1a87c,b354b80f821162d315ce64131d8d889d,5145,sao paulo,SP
493941e03992cc140b88be7a292808c9,beac646283545df90be6dbf8b17668b7,44024,feira de santana,BA
94b1e925c0b906a75bd2464a24243db3,5363a5cf51015b74dc3fdac330f8af9f,9230,santo andre,SP
a6a6191fdbe183b3891aed7908ca4640,a61c90260897c58b7365e7b2e664c93e,20511,rio de janeiro,RJ
82a781c07728515614b37ed49101b063,2968cb453924e6c2381a1f4320c50e94,2223,sao paulo,SP
83a013746849c173ca9305957f463d89,860f75391be5698f015d3b234e7576d6,4151,sao paulo,SP
a36ab762d57231e279d1287c8270cb20,2c9b76b4113203e14a84f098fc8f3012,36420,ouro branco,MG
6cf4840b6dfe102270032fca98880fc2,f38d0a168948a5dd98c2b8e0f9eb3120,25720,petropolis,RJ
7e819d9576db510d58fb2df67b84a8d5,f55e47d7febeb28f40031382f1c0a0fb,13184,hortolandia,SP
95ea5897e2fc6140471671f079a3e6d0,f5b5ccef4e3e00975bd50eb142442eef,22470,rio de janeiro,RJ
571e6ae70dea22c3da40e21760d07c61,c8739439502c8d2219ee81f198ad5a1d,74180,goiania,GO
6dc03b7785c3ad8b1f2f69a96afaf0d9,e1f1862e74270220628e76ecc8d68f98,71950,taguatinga,DF
73a710dbc1214a53b1c3b7222b9bfd83,a3f950daf5819f8a6848e70fdf61434a,8574,itaquaquecetuba,SP
7f3be1ea4ab67c410ab8e37634716342,4b3ee9aa32764c972f18487821f0e0d6,36046,juiz de fora,MG
b389f7017be2f4770ebe90fbfec9ac88,2db8aae1759be06242d5199c61fa7706,31365,belo horizonte,MG
db1f2c9256482f22307b39827a99f732,aa591348866497ba6bf83de62e4f8813,75400,inhumas,GO
4cad2f3d895f2f6ad2de7e0054dd2e24,7ff077542c9ad55ad5c8509ce1638f0b,14120,dumont,SP
07c6c779d8f31383069ab5ce41392b19,17296df09a410384b649acac6ca355ab,64067,teresina,PI
42669d66e9ebba92f46400f726886844,86455ab5db9281db55b12e1fa4fe7942,4616,sao paulo,SP
3109eab8c772e5f8761f25a92045442b,cbfdc22c0c1294be63e5a4d62eb96193,4347,sao paulo,SP
6910071bfaee0f9191dde48e7b3fdadd,a7ef7f9f55eaa90c2336a637ed2a561c,25264,duque de caxias,RJ
896aac6741f1b66d32a3ef9a02617e90,233c8f191c45cef30af148a82ac70020,22441,rio de janeiro,RJ
98f6ca55d340ba5dfd4192258c7e36d7,af32f3c7d7fd3f19c601601a36e0ee7e,9627,sao bernardo do campo,SP
db1391f5393765bd6ca2ebf18b16bdaf,a85a504784568b5a41c18d3c22926d61,8710,mogi das cruzes,SP
16f32f6054e6bb6f8cb8643aa46927e8,9b3585f29d0718a63fa08474320cf272,21073,rio de janeiro,RJ
fb611ba8817096ba3bdc1d9807f5cdac,2faeae5eaf2e2e108f1473280bf919f8,25620,petropolis,RJ
d880d473fdc38c2ffc94c2f3ae89184a,6e871c3bbb75ace129f8c75e006cdd86,23585,rio de janeiro,RJ
1cd146c5b0b02ca65ae036c0dfcc2f3f,f570a5be59e27679024a0ff2cdf0fdf3,4569,sao paulo,SP
28f22fffbbea1777ebad93132dc17012,a3ae42825310f54f2f8505469b71ad15,18108,sorocaba,SP
4906273f1863aeb6e0da5908e33e8cb5,f9b5d3c8bd2dc9c26ff00bde73171554,45360,maracas,BA
29c08f241b8cc5260d961b2375afda32,5bcad71b7324e8e45e079e34fb4d1d0b,84550,reboucas,PR
118ea956ae83ce874aa0b2613c29f0a7,870c9668c304c089116a4b3a3a421887,13480,limeira,SP
abda0fc72e1f8c32dd8291c542e273c5,7b6cf676f9a88c5559a3d881a35f8a70,32310,contagem,MG
266ef8e8154fa4da8479fcfc85ccad8f,a79db9e03312a30d890143cd75563a91,8810,mogi das cruzes,SP
ea810cad61bae649188759964758915b,d945c7b2e010124a6aebc17396abdb19,9896,sao bernardo do campo,SP
893aaa512b586b2f2c106ef02ebc0d5a,9981513022a8761127f65c03c1d9d5f7,22471,rio de janeiro,RJ
e34f1deeea3369207caab9fd7a49cee8,8e0eae873c0019e01182099a1c497b79,96810,santa cruz do sul,RS
279b18bebb145265c6490f1de02cd947,2ad33e0c71ed7c9e41a44e185ae05581,4917,sao paulo,SP
754af71a315386565b9d6c667afb2cf6,72a7972c2583fa67b91c058b947309d8,21330,rio de janeiro,RJ
67143172a156bc5513b613755a33ebf2,f9acb1bb93748b26de86d3ea0240e2c2,16021,aracatuba,SP
f4130da97144e87675795944bb522ae3,22932946006cc806936d512cf78e060f,13050,campinas,SP
5e39ec102ab3c44d624ef7cebca5b53c,0d24c60a1d3c8cc193d2a254c15cf6d9,35900,itabira,MG
27768518f44c74470bd1f7dc0533c001,6dc8abae1493d294e5b863a73ad7c975,23970,parati,RJ
c305237d42bf1fbafd47e1dd16046978,c5a2e92bbe86665e7d28cff81737e94f,41290,salvador,BA
ac2336f577ea9ad5366371299b4d02d7,4ddd1defe4cee88c156b7406345bbb03,6411,barueri,SP
2fc14824142e4206fb5848d2f9e43727,7efe2c3e942e0e40200f5229b6802964,32606,betim,MG
0ea7708758e7164bb0448c06d7560b95,96078e4c3a88f57ff511e2ad3ef51f72,21330,rio de janeiro,RJ
48dac436905723c1a5cdaf40bb3c01f6,28e8bc8726f48a7499dea689d3f8e0d4,34800,caete,MG
e5ee1d8f8a5ae6f047a9d18a34dafeb0,92ff3fe8e3c5ada195a9f19a5f7940f9,13873,sao joao da boa vista,SP
a2ccdcdf92fa5b6f0cf2a320924ba362,26d4a4340a49c67056eda4b53ef6192b,29967,braco do rio,ES
cd26b8d2d69af3bf6fd64e23cb6020c1,d12a206aeeb2ce2a7138bbe43244f212,1043,sao paulo,SP
8e993fed68917a4e01069b16d9fb2e3d,6c22b9240a6b55d951f06b010cd1bcdb,20261,rio de janeiro,RJ
01fb2aa709b6a7a424268503d97fc753,08bdc46497e4aacf80a1ea0aaf9b3dfe,23870,vila muriqui,RJ
8cbec74069338f4a6de35baec1987246,6940e424e41600ef36c79b6d8b4a2ecd,4127,sao paulo,SP
7d61bddcc4435ac5dd586d751ebca204,10936b5134f21f582fbc02f383d76572,75804,jatai,GO
387dd90ff1ad4a209fbf5caea3d8a526,ce8c93e92352b55f7e08766bc19cc96e,83323,pinhais,PR
f2d29d306dd51bd69fd4a75f95bfb058,e919fccac7050e2b645180ea1bb47962,81850,curitiba,PR
ff56a290f17f6ce95604d2e7c1bd3ab3,ea66333f17fa50810ec4c4c27e4b2762,74160,goiania,GO
fca768505d33bd3a5565d51851b3d5ad,6b18bd1ac98f8f5265594f0cfcbcb30f,1232,sao paulo,SP
a5139b033b57135acb4e423961e8aaea,60582bbe2188ff969bf71485ee29f9ad,55340,aguas belas,PE
fb78c8dbefdc1d9fec4507fe77045390,6275d1ce85a1a720874e15b7c2c731d6,81130,curitiba,PR
75c435ed38ebed76da849c31086b8ebc,2a440c0fe541cbd4de1598483d527dc3,28035,campos dos goytacazes,RJ
79e2cae59c2216c721c54ff9c53ad657,070742717e9b0a917f0823213f3669b2,14180,pontal,SP
5c2bab9a09604f016d9ccd13242db649,b849f49416bd94ee6b0a4d36fce5b3a6,21021,rio de janeiro,RJ
60a55ff24010fe2ddf59b2389d868496,57fb7b4c9df2b76d4bd5113c667ec47a,35480,bonfim,MG
ca57bb5656e1cdd3988f4029be71fdcb,b2cbe4e95365283e0e782b00501d1124,6382,carapicuiba,SP
77a1696a32f38fb5e2992da68122e813,9e77b88193d0da6a24156c12b698ade3,86050,londrina,PR
4beadf262af38001f057649e9438d9ac,b298610969062f1695744f347006695d,14706,bebedouro,SP
1b8fed4c8a4c8f879319e5ce374ecdeb,19348c367cdf408ea7735a14ec5cbf4a,36087,juiz de fora,MG
b9b2638983d22185ac84fa7d6526ab78,5c97470e81d70f76f49f8906924fc577,5016,sao paulo,SP
0f80cddbde03d06405371ce5e0a6f07a,9aa77033cbc28074b161f96cbda9b7c4,18105,sorocaba,SP
5f3cf131f81aea5ea90fde7a77feadfb,969e62a47aec03c735127e6f11ad6564,13063,campinas,SP
de4c2b462c44197b26b6e596865da44c,341b6946aa6278284d3986112c43def4,58078,joao pessoa,PB
55f97f92c63a40b9f9591f26b4e22de1,67e529188d2da2f4f12220e16fe2c371,8225,sao paulo,SP
97ac197efaaa8d142ed342ebe6a27365,accb880b583394bc2442bd69b532118b,5617,sao paulo,SP
6202c26af8ecd3ebdea24151802939fa,59e6feff6b7bdc0b1b875e377e4acce0,77403,gurupi,TO
f55423f2ff6e633b328f58b0288a756d,c531b6e663b7e78227a7cd650ab22db1,1423,sao paulo,SP
e0a1ffd73a9bfb889d91a9dfca16ee80,c250c6d53f3716217490c5e4d05585a8,6663,itapevi,SP
fda9a2bf4f0b8d64bf713e261189a2bc,78eedca806b2985523d1629c15738a16,7411,aruja,SP
adf182a74caa6f25d67f7d169ee0a2f4,34398e8e2a91eb4c8aa4ed7c7ac3e54e,9720,sao bernardo do campo,SP
1de5dc5b831942a9161baef126e93870,d68ed97669e9cee5b36211dbc592f4b4,19023,presidente prudente,SP
fb66001ed80569ba8468b508e63e8129,dff85e1f521a1cd225cc7706968a32c6,64803,floriano,PI
